   0.00000   0.00000
   0.48852   0.00000
   0.97704   0.00000
   1.46556   0.00000
   1.95408   0.00000
   2.44260   0.00000
   2.93112   0.00000
   3.41964   0.00000
   3.90816   0.00000
   4.39668   0.00000
   4.88520   0.00000
   5.37372   0.00000
   5.86224   0.00000
   6.35076   0.00000
   6.83928   0.00000
   7.32780   0.00000
   7.81632   0.00000
   8.30484   0.00000
   8.79336   0.00000
   9.28188   0.00000
   9.77040   0.00000
  10.25892   0.00000
  10.74744   0.00000
  11.23596   0.00000
  11.72447   0.00000
  12.21299   0.00000
  12.70151   0.00000
  13.19003   0.00000
  13.67855   0.00000
  14.16707   0.00000
  14.65559   0.00000
  15.14411   0.00000
  15.63263  -0.00000
  16.12115  -0.00000
  16.60967  -0.00000
  17.09819  -0.00000
  17.58671  -0.00000
  18.07523  -0.00000
  18.56375  -0.00000
  19.05227  -0.00000
  19.54079  -0.00000
  20.02931  -0.00000
  20.51783  -0.00000
  21.00635  -0.00000
  21.49487  -0.00000
  21.98339  -0.00000
  22.47191  -0.00000
  22.96043  -0.00000
  23.44895   0.00000
  23.93747   0.00000
  24.42599   0.00000
  24.91451   0.00000
  25.40303   0.00000
  25.89155   0.00000
  26.38007   0.00000
  26.86859   0.00000
  27.35711   0.00000
  27.84563   0.00000
  28.33415   0.00000
  28.82267   0.00000
  29.31119   0.00000
  29.79971   0.00000
  30.28823   0.00000
  30.77675   0.00000
  31.26527   0.00000
  31.75379   0.00000
  32.24231   0.00000
  32.73083   0.00000
  33.21935   0.00000
  33.70787   0.00000
  34.19638   0.00000
  34.68490   0.00000
  35.17342   0.00000
  35.66194   0.00000
  36.15046   0.00000
  36.63898   0.00000
  37.12750   0.00000
  37.61602   0.00000
  38.10454   0.00000
  38.59306   0.00000
  39.08158   0.00000
  39.57010   0.00000
  40.05862   0.00000
  40.54714   0.00000
  41.03566   0.00000
  41.52418   0.00000
  42.01270   0.00000
  42.50122   0.00000
  42.98974   0.00000
  43.47826   0.00000
  43.96678   0.00000
  44.45530   0.00000
  44.94382   0.00000
  45.43234   0.00000
  45.92086   0.00000
  46.40938   0.00000
  46.89790  -0.00000
  47.38642  -0.00000
  47.87494  -0.00000
  48.36346  -0.00000
  48.85198  -0.00000
  49.34050  -0.00000
  49.82902  -0.00000
  50.31754  -0.00000
  50.80606  -0.00000
  51.29458  -0.00000
  51.78310  -0.00000
  52.27162  -0.00000
  52.76014  -0.00000
  53.24866  -0.00000
  53.73718  -0.00000
  54.22570   0.00000
  54.71422   0.00000
  55.20274   0.00000
  55.69126   0.00000
  56.17978   0.00000
  56.66830   0.00000
  57.15681   0.00000
  57.64533   0.00000
  58.13385   0.00000
  58.62237   0.00000
  59.11089   0.00000
  59.59941   0.00000
  60.08793   0.00000
  60.57645   0.00000
  61.06497   0.00000
  61.55349   0.00000
  62.04201   0.00000
  62.53053   0.00000
  63.01905   0.00000
  63.50757   0.00000
  63.99609   0.00000
  64.48461   0.00000
  64.97313   0.00000
  65.46165   0.00000
  65.95017   0.00000
  66.43869   0.00000
  66.92721   0.00000
  67.41573   0.00000
  67.90425   0.00000
  68.39277   0.00000
  68.88129   0.00000
  69.36981   0.00000
  69.85833   0.00000
  70.34685   0.00000
  70.83537   0.00000
  71.32389   0.00000
  71.81241   0.00000
  72.30093   0.00000
  72.78945   0.00000
  73.27797   0.00000
  73.76649   0.00000
  74.25501   0.00000
  74.74353   0.00000
  75.23205   0.00000
  75.72057   0.00000
  76.20909   0.00000
  76.69761   0.00000
  77.18613   0.00000
  77.67465  -0.00000
  78.16317  -0.00000
  78.65169  -0.00000
  79.14021  -0.00000
  79.62872  -0.00000
  80.11724  -0.00000
  80.60576  -0.00000
  81.09428  -0.00000
  81.58280  -0.00000
  82.07132  -0.00000
  82.55984  -0.00000
  83.04836  -0.00000
  83.53688  -0.00000
  84.02540  -0.00000
  84.51392  -0.00000
  85.00244  -0.00000
  85.49096   0.00000
  85.97948   0.00000
  86.46800   0.00000
  86.95652   0.00000
  87.44504   0.00000
  87.93356   0.00000
  88.42208   0.00000
  88.91060   0.00000
  89.39912   0.00000
  89.88764   0.00000
  90.37616   0.00000
